"","OBJECTID","NAME","start_date","end_date","OID","extract_start","extract_stop","first_extract","last_extract","date","vpdmax"
"result.187",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140706",50.9160654998574
"result.188",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140707",54.9133161191409
"result.189",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140708",63.6329393109996
"result.190",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140709",54.146523569018
"result.191",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140710",44.179951685129
"result.192",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140711",53.6280102452491
"result.193",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140712",62.4608206925794
"result.194",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140713",69.1993782534508
"result.195",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140714",65.6705688722645
"result.196",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140715",47.5906766619922
"result.197",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140716",46.9980963762449
"result.198",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140717",61.1629616378964
"result.199",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140718",63.7822743170196
"result.200",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140719",62.5015343008633
"result.201",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140720",58.7979197714681
"result.202",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140721",66.3628084176547
"result.203",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140722",67.3077292980192
"result.204",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140723",79.7124196065815
"result.205",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140724",78.1796235768768
"result.206",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140725",85.2884345168788
"result.207",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140726",63.7799434161915
"result.208",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140727",63.0680215496428
"result.209",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140728",53.5690471648781
"result.210",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140729",59.1360766929886
"result.211",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140730",65.7537780445469
"result.212",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140731",72.5195152004868
"result.213",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140801",65.6679744870681
"result.214",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140802",42.752407366416
"result.215",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140803",40.7974031965912
"result.216",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140804",47.8142726836388
"result.217",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140805",55.9164573313287
"result.218",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140806",58.0669561575096
"result.219",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140807",68.7433277242577
"result.220",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140808",61.6344993122592
"result.221",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140809",60.2547187758889
"result.222",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140810",58.2417139098175
"result.223",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140811",56.8778139231173
"result.224",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140812",62.3074484010653
"result.225",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140813",40.0532474746765
"result.226",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140814",32.3232699573669
"result.227",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140815",47.5726045610632
"result.228",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140816",53.8243806263192
"result.229",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140817",59.0798287401358
"result.230",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140818",65.9307897690324
"result.231",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140819",38.2807349694976
"result.232",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140820",26.2672686399511
"result.233",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140821",43.6380858937498
"result.234",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140822",30.5426725451137
"result.235",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140823",34.0604982644778
"result.236",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140824",44.3790421706211
"result.237",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140825",54.4164306810579
"result.238",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140826",46.5517566427823
"result.239",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140827",44.8663602202246
"result.240",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140828",50.8678507257248
"result.241",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140829",65.9172294392802
"result.242",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140830",69.9034577618668
"result.243",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140831",71.3466177033019
"result.244",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140901",67.7692199058052
"result.245",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140902",67.0729236770047
"result.246",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140903",67.3592179030947
"result.247",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140904",66.6728076929985
"result.248",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140905",58.8438409574728
"result.249",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140906",45.8148308856048
"result.250",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140907",50.9331138694552
"result.251",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140908",47.9604179025034
"result.252",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140909",15.8145798659871
"result.253",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140910",25.9652702097115
"result.254",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140911",38.0818302935284
"result.255",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140912",47.7354120793958
"result.256",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140913",55.7452683259382
"result.257",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140914",47.1449455094122
"result.258",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140915",47.2938264882272
"result.259",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140916",53.9952199817738
"result.260",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140917",26.8746074024722
"result.261",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140918",23.441831816172
"result.262",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140919",35.8522797718354
"result.263",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140920",41.8391017609764
"result.264",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140921",40.5784927374807
"result.265",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140922",46.7676576848275
"result.266",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140923",49.6276346004909
"result.267",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140924",55.7887965637495
"result.268",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140925",59.4040747793322
"result.269",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140926",53.0406479825542
"result.270",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140927",39.3001458282296
"result.271",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140928",30.8567913810316
"result.272",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140929",28.858656485306
"result.273",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140930",35.6052910680308
"result.274",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20141001",36.3043259543166
"result.275",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20141002",37.8788127333516
"result.276",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20141003",41.7628182867234
"result.277",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20141004",53.8665169262244
"result.278",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20141005",52.431145362838
"result.279",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20141006",45.317006377186
"result.280",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20141007",39.320332590663
"result.281",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20141008",33.5804777003321
"result.282",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20141009",15.4830542438294
"result.283",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20141010",19.4063692562589
"result.284",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20141011",26.2597824157869
"result.285",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20141012",33.2245813771118
"result.286",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20141013",41.8931569815742
"result.287",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20141014",39.3038322532081
"result.288",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20141015",43.046650477068
"result.289",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20141016",37.625369096598
"result.290",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20141017",38.6682003828431
"result.291",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20141018",32.9861942508858
"result.292",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20141019",36.6280748590117
"result.293",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20141020",37.19004385268
"result.294",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20141021",33.1464802919683
"result.295",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20141022",32.0909565457809
"result.296",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20141023",35.9507609507
"result.297",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20141024",39.9056813803796
"result.298",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20141025",43.7003722109392
"result.299",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20141026",43.0265079090633
"result.300",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20141027",29.5135737161797
"result.301",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20141028",30.9735221218492
"result.302",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20141029",31.303288696765
"result.303",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20141030",37.4940125741083
"result.304",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20141031",40.6831151271116
"result.305",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20141101",41.5494379859687
"result.306",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20141102",20.4237631575316
"result.307",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20141103",19.300939985151
"result.308",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20141104",22.206678689954
"result.309",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20141105",29.7088706042517
"result.310",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20141106",34.4914959426041
"result.311",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20141107",34.4644408244095
"result.312",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20141108",30.5287786243808
"result.313",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20141109",38.9075342985126
"result.314",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20141110",33.0048175030094
"result.315",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20141111",30.8597742377917
"result.316",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20141112",26.9535314928531
"result.317",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20141113",21.4225726173078
"result.318",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20141114",20.3744203135192
"result.319",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20141115",13.9766799662729
"result.320",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20141116",18.7115511220871
