"","OBJECTID","NAME","start_date","end_date","OID","extract_start","extract_stop","first_extract","last_extract","date","vpdmin"
"result.1",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140101",3.23544818586051
"result.2",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140102",2.78670786297639
"result.3",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140103",3.69121427963329
"result.4",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140104",4.26797559819972
"result.5",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140105",2.8265855190568
"result.6",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140106",3.84911242036102
"result.7",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140107",4.98123012531293
"result.8",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140108",4.59847524608377
"result.9",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140109",3.83074612294117
"result.10",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140110",3.74801013598118
"result.11",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140111",3.15336498870785
"result.12",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140112",2.98762892840452
"result.13",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140113",3.143269843622
"result.14",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140114",3.74300448291354
"result.15",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140115",3.65203802961151
"result.16",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140116",5.51930614203856
"result.17",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140117",4.4231653584097
"result.18",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140118",5.86094523943885
"result.19",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140119",5.99794340948972
"result.20",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140120",5.47232550811934
"result.21",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140121",5.15737175947904
"result.22",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140122",6.45667797633361
"result.23",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140123",5.41311531474215
"result.24",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140124",5.74464480111412
"result.25",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140125",10.8353324139727
"result.26",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140126",6.35937050029336
"result.27",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140127",5.6261978450112
"result.28",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140128",5.65191286476885
"result.29",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140129",4.98927918820364
"result.30",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140130",5.48816820720876
"result.31",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140131",7.07109423213319
"result.32",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140201",6.00193298671558
"result.33",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140202",4.29878863983987
"result.34",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140203",3.93163266786424
"result.35",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140204",3.93732104832538
"result.36",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140205",3.38979043213765
"result.37",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140206",3.65899130886036
"result.38",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140207",3.95517528076705
"result.39",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140208",4.09467212075919
"result.40",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140209",3.74033171663934
"result.41",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140210",4.2996365454671
"result.42",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140211",4.91455363776822
"result.43",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140212",6.16022714132461
"result.44",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140213",6.30631346900126
"result.45",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140214",7.21778919909187
"result.46",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140215",7.52757365563812
"result.47",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140216",6.90190015182207
"result.48",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140217",8.24590379214003
"result.49",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140218",8.41867120650891
"result.50",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140219",9.2282771052433
"result.51",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140220",8.59562435236215
"result.52",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140221",7.91202767724563
"result.53",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140222",8.21651527125359
"result.54",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140223",7.66504450476959
"result.55",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140224",9.72183644748442
"result.56",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140225",9.22429814678562
"result.57",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140226",7.75810596485082
"result.58",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140227",6.72087367825236
"result.59",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140228",6.65850873179315
"result.60",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140301",3.76886186815234
"result.61",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140302",0.708999209710803
"result.62",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140303",1.08441052186839
"result.63",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140304",1.97591276574136
"result.64",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140305",3.55338476215869
"result.65",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140306",3.47456268145974
"result.66",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140307",5.39227992750941
"result.67",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140308",5.12081659507076
"result.68",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140309",8.17771150928715
"result.69",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140310",8.46310345573737
"result.70",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140311",7.11777455747803
"result.71",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140312",6.27423037762129
"result.72",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140313",8.90245041316164
"result.73",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140314",11.1557827288713
"result.74",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140315",6.19896043469288
"result.75",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140316",6.20707378922369
"result.76",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140317",9.44760143379947
"result.77",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140318",9.29146027403811
"result.78",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140319",10.1159337773588
"result.79",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140320",9.61332543994519
"result.80",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140321",8.79564700842561
"result.81",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140322",8.67181205295928
"result.82",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140323",8.01206299659459
"result.83",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140324",8.59730482667213
"result.84",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140325",9.3650047457057
"result.85",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140326",11.2111586573222
"result.86",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140327",7.99680854890129
"result.87",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140328",6.86754098960898
"result.88",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140329",6.70931473910256
"result.89",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140330",8.54374194380284
"result.90",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140331",8.62174451077847
"result.91",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140401",8.82235903239619
"result.92",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140402",9.37426310086535
"result.93",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140403",6.20024866480899
"result.94",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140404",4.86879256208516
"result.95",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140405",7.62139987685532
"result.96",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140406",9.90721569052903
"result.97",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140407",9.91746147155394
"result.98",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140408",12.4327672168661
"result.99",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140409",13.3621372693117
"result.100",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140410",14.4768757993772
"result.101",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140411",15.5572486239583
"result.102",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140412",19.0082363443203
"result.103",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140413",12.9096509424693
"result.104",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140414",13.0093101261149
"result.105",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140415",13.626505251066
"result.106",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140416",13.4610950395616
"result.107",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140417",13.5478088262695
"result.108",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140418",14.8682949423207
"result.109",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140419",10.4338397417821
"result.110",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140420",9.44830102751244
"result.111",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140421",11.8276386837345
"result.112",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140422",14.9138508796596
"result.113",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140423",16.3391799036458
"result.114",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140424",13.4567023033459
"result.115",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140425",13.9854853873633
"result.116",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140426",13.2320885809826
"result.117",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140427",8.29388325717794
"result.118",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140428",8.65690081158512
"result.119",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140429",10.3350760450358
"result.120",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140430",18.1234576086272
"result.121",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140501",17.978833038278
"result.122",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140502",18.1189178153081
"result.123",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140503",16.8664235984029
"result.124",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140504",16.7331191257887
"result.125",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140505",18.1183347391816
"result.126",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140506",18.8445780511854
"result.127",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140507",10.6022361377936
"result.128",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140508",9.5742898565412
"result.129",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140509",10.0522814123026
"result.130",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140510",12.7583240011104
"result.131",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140511",13.3965062499151
"result.132",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140512",16.4460578507356
"result.133",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140513",15.8425269679882
"result.134",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140514",18.970698075448
"result.135",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140515",20.5164824508711
"result.136",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140516",19.602359566551
"result.137",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140517",19.0898271084117
"result.138",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140518",21.6580180896058
"result.139",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140519",23.1448912332367
"result.140",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140520",21.1379494658131
"result.141",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140521",17.985028123414
"result.142",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140522",15.5827342857755
"result.143",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140523",16.2218233669797
"result.144",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140524",14.3947600789967
"result.145",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140525",13.245367412683
"result.146",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140526",20.4500968103063
"result.147",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140527",19.7105399331215
"result.148",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140528",22.4844556129905
"result.149",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140529",27.1582421824145
"result.150",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140530",23.9182731472582
"result.151",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140531",23.4010758254746
"result.152",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140601",23.4248009224311
"result.153",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140602",23.2849321332009
"result.154",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140603",24.8723680618517
"result.155",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140604",25.2074318199987
"result.156",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140605",24.2904160924207
"result.157",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140606",22.8667185632339
"result.158",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140607",23.2625922623484
"result.159",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140608",22.6981277762774
"result.160",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140609",23.2295008899966
"result.161",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140610",24.4119115023428
"result.162",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140611",25.6966024088636
"result.163",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140612",24.8572984076376
"result.164",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140613",25.83271188034
"result.165",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140614",27.0453261873554
"result.166",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140615",24.749910709344
"result.167",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140616",21.1956169686526
"result.168",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140617",23.2727676203601
"result.169",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140618",25.1698906888805
"result.170",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140619",20.4607235342013
"result.171",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140620",21.4579181296354
"result.172",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140621",24.9599816047793
"result.173",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140622",26.7544045846352
"result.174",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140623",26.2791895082844
"result.175",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140624",25.9936789234964
"result.176",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140625",25.6239139459661
"result.177",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140626",25.5702615288783
"result.178",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140627",26.131074882843
"result.179",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140628",25.2816454775391
"result.180",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140629",24.6005445166893
"result.181",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140630",27.1804617512354
"result.182",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140701",25.8701838445983
"result.183",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140702",31.0431891388086
"result.184",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140703",29.5794341290757
"result.185",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140704",9.2843258550381
"result.186",2563,"City of Phoenix","2014-01-01","2023-12-31",1,"2014-01-01","2023-12-31",2014-01-01,2023-12-31,"20140705",12.8974442286322
